"Register D"	"Number of instructions executed"
15041897	419187051
13377567	419599998
1260316	419969062
1173480	420003701
1133442	420035946
8378804	420067099
11731074	420297136
14283575	420619202
10367587	421011331
6271216	421297767
1967861	421469949
8661754	421525805
6515519	421765411
9239393	421944306
14549509	422199767
5677702	422601003
4365089	422758695
5996279	422880358
753516	423044994
15691684	423065717
6601096	423496500
12756544	423679539
12255351	424031551
11306750	424368009
4198335	424680219
3668527	424797304
12352804	424898044
9727808	425238975
2369918	425507848
13641778	425574743
3387577	425951059
15102652	426044085
5856803	426460497
176314	426621311
12258047	426627985
11644496	426964513
11977193	427284199
11316161	427614812
5239989	427927281
5235272	428071155
909807	428214903
2046917	428239910
5467063	428296137
12856217	428446248
10767685	428800997
10236219	429098416
12795497	429381247
12660378	429732531
2960407	430080105
7050832	430161413
3153231	430355001
14132557	430443400
3557969	430831385
14672122	430930893
5233251	431333683
13699304	431477375
11009179	431853467
15340650	432155709
8245579	432578659
15895001	432805042
5940013	433243203
7211691	433408098
13432656	433607902
7057502	433978471
6582435	434172241
11344960	434354769
3369355	434666237
1972867	434758766
3818616	434814762
9529077	434921424
16241152	435183038
14200127	435628906
11818597	436020545
14674636	436346811
14704307	436749671
4677698	437155149
3623603	437283595
12335296	437383103
5371383	437723551
6993213	437871030
16521101	438064835
12718677	438520188
4161618	438871164
8215467	438985442
3401651	439210999
3268233	439304410
13344148	439394160
12795530	439760501
6395213	440111785
4159343	440287376
7485585	440401591
2300364	440608913
13179670	440672098
11233512	441033931
8571929	441342333
13466760	441579475
11703203	441949183
8645157	442272278
5775898	442509630
3559027	442670024
15019748	442769560
12128033	443181898
11577629	443514863
8835011	443834514
9689469	444078873
12306185	444344890
8386851	444682741
15895711	444913002
13156490	445351184
1638337	445714172
10225549	445760977
14769829	446043514
218040	446448992
3691812	446455015
5195564	446558198
12329688	446700861
3563993	447041155
14494641	447140824
3217173	447538749
11381289	447627106
9773236	447939568
11479043	448207888
2952518	448523038
2602278	448604129
4713388	448675602
8650628	448805021
14556692	449042520
4183967	449443952
6065537	449558839
7871703	449727178
14488772	449945098
2437791	450342862
567142	450409820
9482180	450427225
10644702	450689350
11153511	450983388
13577678	451291398
6290964	451664151
12682239	451836879
13697091	452185048
12969300	452561084
4646224	452917135
11845978	453046512
15963790	453373527
15088193	453811779
12773834	454227799
14842784	454580280
6641636	454989559
13683010	455171912
5975106	455549355
7002491	455713417
9033131	455907474
3228897	456155473
8763090	456244145
12745587	456484731
6975469	456836442
4379143	457029757
4568136	457151805
3364483	457277241
15664176	457369637
15188121	457799671
8393512	458216629
16411358	458448878
5416893	458901214
8517863	459051745
13974600	459285597
8575995	459669249
12592805	459906496
10653152	460254014
9192166	460548283
4882803	460802449
120347	460938322
12883986	460941664
869957	461297176
1787556	461321098
16194891	461370206
9129155	461814807
948862	462065445
1238409	462093329
9799193	462129158
13555576	462398192
3131660	462772135
11652362	462858140
9099166	463178043
10755314	463429654
9211881	463726730
5367825	463981435
1351494	464128823
4268192	464167760
16349803	464284964
10606382	464733814
10082260	465025003
12102222	465301800
5573047	465635850
1385373	465788873
4632377	465826942
11821791	465955941
5311238	466282291
6606336	466428132
15061845	466611318
3915265	467024811
4212874	467132327
5175345	467249811
3035744	467393713
14734407	467478885
13348484	467885189
13477795	468251649
8275319	468621658
11070919	468850659
1690797	469156394
3294774	469202842
16290729	469295126
15169369	469744151
11548583	470160598
16014879	470479451
9182370	470920909
15700977	471174809
3891331	471605844
6761154	471712702
3477133	471898338
6348348	471993828
8756397	472169930
1989802	472410334
11045071	472466792
498760	472771820
11844929	472785550
1705871	473112537
6840053	473161204
1016704	473350802
11843248	473378749
5078141	473705687
16541330	473845123
8599307	474301029
13621841	474537128
16400530	474911092
7392447	475363134
14827732	475567894
10057757	475976760
1452114	476252892
1323867	476294594
8785251	476332775
993835	476575776
16686288	476603100
4401409	477062982
9354805	477183847
9535618	477442479
12132225	477704275
226253	478037352
10403603	478043599
13915877	478331022
7225772	478714856
3828066	478915045
6216848	479021966
7069601	479194456
5413459	479388555
8821540	479538995
11433052	479782990
16676109	480098672
10939289	480558281
8924539	480860404
8793065	481107227
15388491	481350438
11608161	481774697
3662030	482093389
13700583	482193947
14364133	482570074
14408333	482964415
2749706	483359967
12747694	483435486
4803798	483787253
2651921	483919157
9646821	483993794
13337106	484258642
8590049	484624794
10986230	484860634
11759841	485162246
2680564	485485096
9158325	485560510
16491606	485811946
11417999	486264688
2996467	486579957
12217040	486662245
13516915	486999445
11395150	487372331
14257081	487685171
5568865	488076572
16100651	488231275
7292829	488673286
102619	488873517
5838780	488876369
105734	489036686
4581906	489039629
12414983	489165443
1005172	489506283
8513607	489533915
4938968	489767655
11820573	489903269
4327740	490229591
11349558	490350232
3342159	490661826
9178997	490755405
1881589	491009214
2884763	491062697
2933812	491143725
3811727	491226097
3729639	491332570
830112	491436782
3582057	491461404
10848432	491561570
7137423	491859402
9779156	492057162
11727106	492325643
12999136	492649396
13625438	493008065
628455	493382127
11241294	493399413
12490386	493708032
12935633	494052736
4526707	494407863
5414754	494532165
496030	494682640
959280	494696293
3159008	494724464
2665526	494813017
16751409	494888025
6704827	495347900
7563852	495533788
278415	495741460
9623611	495750941
10680042	496016951
5635077	496311955
12486530	496466679
13595594	496811278
6114142	497184521
1919436	497352398
4429124	497405125
16092666	497526746
6100890	497968533
6315948	498136046
8169270	498311259
1836208	498537348
8568915	498589592
13059754	498826650
12663585	499185186
14232641	499532851
14987218	499923587
3862660	500336828
15568677	500444694
16367781	500872103
13402258	501321443
4405701	501691179
13080913	501812156
1672257	502171273
6590250	502217217
8998252	502399962
4037164	502647009
11725645	502757871
2282971	503081582
11797455	503146083
14304047	503471768
16216945	503866263
13953851	504311466
15566907	504696343
8166584	505123703
4966627	505349715
719802	505486085
778890	505507676
675561	505529092
16154306	505549472
10927985	505994752
10832055	506296567
9322644	506593951
912449	506851701
1677646	506876785
6027406	506922876
16674187	507088366
4933291	507547919
4810656	507683379
15353618	507815472
14327710	508238779
11793898	508633918
9310204	508957699
11462800	509215106
14447037	509531600
8137103	509930015
8078973	510155222
10097862	510377034
15502767	510656064
15237105	511083459
5579149	511503560
8994647	511656751
483647	511903700
12606899	511917017
5189673	512264920
4542272	512407422
13852910	512532151
530683	512912457
12281532	512928861
851731	513266033
4339231	513291250
1618772	513412206
6908234	513458479
1603074	513648154
6434975	513694000
9894366	513872482
9936712	514145919
13472156	514418726
13370188	514788581
7710398	515157442
13697719	515369132
11124834	515745182
3564905	516050602
1888837	516150299
5036672	516203985
6028153	516344079
2122471	516509590
14883778	516569688
628106	516978295
1014382	516995574
12918873	517023458
2431634	517378130
8992215	517444920
356229	517691799
14860205	517701616
344383	518111371
12452797	518120866
9229191	518464541
14043503	518719722
3838683	519107063
4419436	519214271
10982268	519335626
12208252	519637133
8755365	519974095
9924398	520214471
13545086	520486942
11830109	520860598
11633337	521187179
9742376	521506557
13114599	521775829
8080228	522137669
5807688	522359516
12007161	522520778
11597438	522850418
5709019	523170608
13522394	523327362
5947104	523700395
10248759	523865479
545414	524148653
7557815	524165463
13374696	524372967
12851099	524741947
13487991	525096556
6870043	525466845
8201752	525657269
11588541	525882455
62973	526202400
3632575	526205959
8317935	526305712
129189	526535875
1292642	526539455
12025256	526574976
1048970	526905113
3535570	526935748
1224031	527032834
8964099	527068271
559876	527316179
1313730	527333388
12207584	527371289
14917862	527708230
15858515	528117768
16679751	528553129
9501829	529012836
6882838	529275500
9611163	529464482
1904801	529730149
5896226	529782477
15693745	529944369
6553479	530375208
13403565	530555139
16679971	530924910
12190610	531384624
12045290	531721103
2204494	532051786
13901600	532112339
4726798	532495788
3923565	532627384
5083822	532735124
8048219	532874714
11944968	533097478
15577721	533427216
1731372	533854870
15219488	533904237
16550054	534323862
9751065	534780006
3117212	535049516
5578889	535135122
10341202	535288306
2403624	535572215
9407412	535640034
15876820	535898309
5870655	536335973
1793236	536497165
7383233	536546427
9148278	536750935
14746042	537002098
15755602	537406925
13113714	537841264
12226890	538203083
2840368	538540556
2854056	538618567
2843613	538696949
9736555	538775044
10848257	539044155
1723346	539341987
967122	539391130
9695764	539419511
14003471	539685703
13041961	540070146
1407345	540428199
113435	540466870
16535183	540470023
3432634	540925761
7108629	541021825
12781398	541218801
16531122	541569700
6182019	542025326
7028002	542196864
3642388	542389829
2632365	542489855
9479124	542563953
13635938	542825994
11846058	543202149
7893118	543529164
876701	543747672
12012022	543771776
11179328	544101549
4894758	544410266
3412251	544546468
12503409	544641979
2983417	544987040
13568487	545068971
7938091	545441472
16324580	545659420
6614238	546107577
7156989	546290973
13236586	546487473
9834642	546850860
9157699	547122666
2195950	547374088
2979438	547434403
8601599	547516229
3272501	547752384
9142433	547842253
4834572	548093255
7071492	548226006
1544500	548420161
1802114	548462598
6976886	548512105
1079240	548705462
16027698	548736923
1638125	549178731
10085144	549225529
4652550	549502410
6641005	549631962
14571835	549814301
12978407	550216146
10031642	550574248
16154019	550849666
3673771	551294939
16168354	551397625
7588560	551843290
8839099	552051634
15540853	552296105
8745424	552722751
8390384	552962854
13527121	553195012
13175344	553568178
13736717	553929892
8982997	554307013
10179803	554553640
5459646	554833118
7201513	554983026
3841196	555180744
13571945	555288022
14996847	555660621
6956001	556074128
15183671	556266911
4951321	556683750
7111065	556819707
14465699	557016746
9867234	557415672
3796986	557688367
5314520	557792628
8497858	557938553
5279723	558171859
2050979	558318624
3036225	558374963
16395180	558460149
3601408	558912044
13105553	559012742
5348961	559372531
2666428	559519401
1242830	559594430
4003521	559630378
2474040	559740316
15041695	559808268
16422632	560221208
10730183	560673852
735568	560968436
5675002	560988669
3035850	561146284
14945957	561231456
8814484	561643570
3050608	561887369
2045793	561972947
872551	562029146
3187940	562053138
9785643	562142482
7193857	562411145
5939839	562608660
2398856	562773548
5895961	562841234
15447565	563003119
7045174	563427203
2195707	563620637
9741292	563680945
4767446	563950182
5877107	564082884
3170753	564244251
6454119	564333126
13603817	564512133
16011403	564885600
13166984	565326960
10991292	565690235
7978119	565991987
5893748	566211027
913165	566372849
10805405	566397954
5340670	566696402
4945098	566843041
11571947	566978823
515054	567298313
280218	567312484
11559643	567322014
3773454	567641168
852881	567744792
260317	567768245
2485856	567775423
7892693	567843697
277344	568062191
5134874	568071644
7133373	568214440
16032558	568412088
901468	568854029
5529852	568878812
13464283	569032444
14018386	569402082
16599244	569786931
5034027	570242627
5159088	570382651
9892173	570526105
1490557	570799486
7785906	570842238
8461272	571057799
1178038	571290104
5141582	571322475
5890147	571465453
15411052	571627177
9420204	572050260
16509022	572308885
3528011	572762103
667301	572858986
11248022	572879142
840884	573187943
545087	573212859
4338937	573229662
9194640	573350604
1611979	573604840
14912092	573650924
12778159	574060308
12021032	574412908
2206842	574742933
4330981	574803549
180653	574924274
13895953	574931067
7273291	575314362
5564505	575515853
7773258	575670437
3085495	575885655
3607470	575970393
8077210	576069460
4126494	576291223
15326926	576406334
13894875	576827100
837420	577210360
8069570	577235185
11604584	577456738
9027829	577775332
14728114	578023184
12288292	578429313
15890254	578766674
8835354	579204709
945188	579449082
9259581	579476868
13968496	579731090
329627	580114574
9212839	580123663
7415183	580378396
993941	580581987
120622	580609311
16315636	580612660
2952131	581062364
14107707	581143441
377954	581530747
15828929	581541159
3404573	581975708
7923347	582069203
308402	582288537
