"Register D"	"Number of instructions executed"
2834294	1215587930
4164098	1215665773
6855925	1215780121
6302798	1215970153
11220449	1216145009
5782265	1216453054
11697176	1216613616
7866997	1216936550
13667324	1217154344
9607106	1217531353
5928374	1217796908
3634648	1217961481
12092882	1218061290
10371014	1218395081
3737710	1218681608
12461445	1218784252
2948593	1219128165
15298055	1219210936
9146214	1219630918
13838018	1219882025
4299981	1220261925
7702174	1220379997
3481911	1220591463
13045269	1220687086
11298394	1221045230
2265971	1221357216
642661	1221421255
7617952	1221438933
10883868	1221649888
15092956	1221950499
14975245	1222366645
11331431	1222779564
3875555	1223092453
15278356	1223198877
13757944	1223618320
3158344	1223996015
9819516	1224084554
5825192	1224354141
15372093	1224515879
7103895	1224939690
3323329	1225136533
4547313	1225229594
3664396	1225354456
9581115	1225455084
9515764	1225719932
1206297	1225981182
16502132	1226016136
14187242	1226469165
15398651	1226860447
15795104	1227284979
3286278	1227718604
3598912	1227810657
9368343	1227911285
12074773	1228170288
16177129	1228503589
8208999	1228949492
13704598	1229174874
13738802	1229551113
16580508	1229928290
13464282	1230385267
13699839	1230754905
13094274	1231131011
15220152	1231490492
9396064	1231910131
3768268	1232168098
15749118	1232271575
1825388	1232705732
13139479	1232755876
3756742	1233118402
14330759	1233221564
6572833	1233616787
16569693	1233799056
2803731	1234255739
16239338	1234334541
9042773	1234780353
10463349	1235028618
4747276	1235315880
11730839	1235448036
6995021	1235771887
3272652	1235965741
6911382	1236055610
11140946	1236245369
1133504	1236551230
11351502	1236582383
16638886	1236894026
6144476	1237350807
1244140	1237519510
456216	1237555493
12346043	1237569853
11147954	1237910595
11238969	1238218451
12610370	1238527007
16389540	1238875008
8377730	1239326749
6286696	1239556758
106738	1239729367
4787905	1239732331
7453556	1239863801
1934906	1240068442
16159747	1240121596
9869674	1240567030
6472780	1240839795
15015401	1241019313
7941751	1241431532
3843750	1241649578
2230449	1241756926
15577100	1241819992
5805667	1242247632
8019442	1242408838
3867988	1242630811
12173250	1242737032
4266112	1243071229
10345027	1243188377
8645922	1243472391
13735244	1243709764
11221484	1244086843
15580526	1244394916
2953614	1244822647
15054690	1244903766
14328316	1245317063
2941398	1245712216
12969226	1245794791
14628178	1246150842
13988440	1246552435
6370353	1246936465
14571074	1247111377
6293249	1247513201
16550957	1247687798
11055554	1248143970
6347698	1248449285
3875524	1248625366
5403399	1248731790
2934865	1248881957
2566618	1248964357
9525468	1249034850
11413447	1249296366
899609	1249611509
2532404	1249636243
3394029	1249707597
16480169	1249800798
4795891	1250253225
9246737	1250384912
13549066	1250638784
55633	1251012552
5446079	1251015915
12201711	1251165452
12864292	1251502232
7074422	1251857205
9030685	1252051437
15136342	1252299373
13302901	1252716709
5608228	1253083715
12326830	1253237704
2235976	1253577921
8359399	1253641141
9049631	1253870646
6341196	1254120906
3347873	1254296812
11019505	1254388753
4968202	1254693081
13913198	1254829500
12303325	1255213264
6704435	1255551031
416635	1255736912
13889745	1255750187
16559012	1256131501
1274046	1256587890
14542011	1256622900
8104452	1257022120
11469263	1257244632
2372923	1257559509
11181861	1257626488
3640991	1257935275
12303208	1258035259
2988868	1258373026
15695646	1258455111
5869990	1258886006
8911374	1259047177
7112673	1259291837
4899409	1259488918
3490830	1259625246
8922133	1259721114
16665174	1259967874
12667441	1260427182
13572680	1260774952
13399783	1261147572
7357978	1261517238
11457151	1261721060
16356436	1262037400
2249347	1262486432
8315548	1262550016
14053691	1262780116
16662247	1263167737
6419592	1263626961
8864055	1263803217
1694075	1264046582
3629413	1264093121
11097621	1264192790
5177304	1264497468
4333460	1264641419
15279780	1264762214
12970565	1265181692
3541520	1265537778
10699175	1265636838
5662079	1265930575
11005639	1266087840
15715472	1266389984
8159297	1266821418
6885906	1267047234
10442491	1267236300
10675260	1267522988
14158489	1267817866
14684104	1268208364
302074	1268613289
3926376	1268623414
8217346	1268731231
12487344	1268956844
3609311	1269301464
5340812	1269400580
16341645	1269547226
4637460	1269995852
14729556	1270124991
174848	1270531162
16443668	1270537801
10889222	1270991026
3380967	1271291784
14009052	1271384628
6531277	1271769218
12048256	1271948540
4098460	1272279307
8201258	1272393648
5786657	1272618820
13158162	1272779508
12176360	1273142545
1699198	1273476826
2501842	1273523505
15892079	1273594019
1002204	1274032103
5982547	1274059651
3525107	1274223916
1746033	1274320715
5257392	1274370481
9934755	1274516637
13094229	1274789388
885537	1275148869
15003917	1275173218
3020887	1275586921
12875634	1275671687
494476	1276026968
10949892	1276040579
2206342	1276341204
13395031	1276401806
8660584	1276771346
4045061	1277010924
1945359	1277122003
12452275	1277175444
11285207	1277519105
10590822	1277830727
3236839	1278121489
13317419	1278210378
247127	1278575991
9572371	1278582812
1993066	1278847422
6920052	1278903971
11868382	1279093968
14378297	1279419800
14183233	1279814533
875353	1280205710
3454541	1280229779
15438564	1280326445
2107367	1280750277
1735455	1280809962
2700921	1280859441
11797412	1280933623
606526	1281259308
12397846	1281275999
13600998	1281616370
10329503	1281989760
13268193	1282273347
10556384	1282639401
10023910	1282929218
11564128	1283206211
1304879	1283525491
4201423	1283561348
10870795	1283678517
9164456	1283976965
16561527	1284228569
11063649	1284685028
9025375	1284990567
7309967	1285238356
4602556	1285439056
7856843	1285567236
11720992	1285782944
1567298	1286106529
7896669	1286149589
4005896	1286368195
1221495	1286478203
9262225	1286513570
14519014	1286767862
6010603	1287166452
1164288	1287331480
2179327	1287363480
10970872	1287423340
1869355	1287724532
11381542	1287777686
6196852	1288090155
1241647	1288262099
14169168	1288298019
15576695	1288688811
11577250	1289116437
6111600	1289436074
306280	1289603881
13529179	1289614125
12172086	1289987347
3706936	1290321516
7937611	1290425112
14982354	1290643046
3325129	1291056154
5527704	1291149264
2575527	1291302840
2216862	1291373578
14252992	1291434467
16176150	1291825756
15966675	1292271638
8239763	1292709967
15221394	1292936189
964779	1293355863
4081902	1293384181
3343815	1293498067
14724531	1293589896
15742809	1293995927
12162965	1294429916
10875137	1294763833
11758003	1295062400
6372603	1295385201
7619976	1295560169
15827228	1295771180
123208	1296205687
15167644	1296209106
904785	1296625504
1510608	1296650378
14178297	1296691884
11239565	1297082921
572400	1297391491
1026806	1297409036
14331681	1297437256
13929715	1297832507
4383036	1298216719
15694414	1298338872
709529	1298769732
11210479	1298791043
11787604	1299098815
7648770	1299422428
12542291	1299634230
14326039	1299978563
1291727	1300373660
6898203	1300409153
4954262	1300598555
1324051	1300734589
6340	1300772777
11011471	1300774789
4661981	1301078900
14157862	1301206912
69901	1301597396
4617003	1301599359
13611769	1301727938
6973986	1302101622
3149465	1302294902
9907316	1302383196
10106565	1302655198
9965038	1302934466
12903618	1303209849
8752705	1303565893
4277128	1303806199
864750	1303923648
9994306	1303947423
9049625	1304223611
4429914	1304473871
15238471	1304595513
2810565	1305015656
4801386	1305094640
8612748	1305226481
2321848	1305462944
4770126	1305526717
835406	1305659496
6311680	1305684265
12088290	1305859366
12309492	1306193031
1464832	1306530966
11938023	1306573018
8999562	1306902560
489859	1307149642
4924695	1307163127
10595787	1307298356
2393185	1307589251
797326	1307656783
14536211	1307680509
12244902	1308079575
16466842	1308417538
2078594	1308869601
11473818	1308926696
5425422	1309241699
14661820	1309392468
6426977	1309794978
4278621	1309973243
4997203	1310090734
9411992	1310229750
10115778	1310488151
15325945	1310767671
4520936	1311188409
2476978	1311314342
8299040	1311382371
8063687	1311612023
6365544	1311833415
14776412	1312008194
9488087	1312413854
6751654	1312676140
7639228	1312861517
3608107	1313073053
8816972	1313172141
4239442	1313416010
16769329	1313534222
7802193	1313994587
10982821	1314208804
3249977	1314510325
6160981	1314599578
5949174	1314770542
13068065	1314935682
16755855	1315294449
8872830	1315754443
2314514	1315998046
8494912	1316061623
9474002	1316294852
15082056	1316556753
10792631	1316972605
10442314	1317270703
4624089	1317557391
15056102	1317686159
9718373	1318099491
10460352	1318368105
9755569	1318655283
6983725	1318924912
7728544	1319118458
2617932	1319330645
7947795	1319402545
9754514	1319620759
7591740	1319890360
11510564	1320098795
9880284	1320414806
2445539	1320687858
10714912	1320755026
1498760	1321049197
11312227	1321092173
14607716	1321404537
11456350	1321807362
13706614	1322123681
16133786	1322499976
6518953	1322944696
8935716	1323123682
16761728	1323370813
10926400	1323830968
10947710	1324132741
14324115	1324433303
11425851	1324828344
12435998	1325143830
11534635	1325485244
594661	1325803719
4220740	1325820081
2297318	1325937782
2579160	1326000883
14689695	1326071719
13471381	1326476798
2225372	1326846632
14627251	1326907752
5038823	1327309317
1095334	1327449467
7862451	1327481369
13528382	1327697231
10796452	1328070432
15410424	1328368635
11547365	1328791697
15314076	1329110515
11564163	1329530931
12454024	1329850211
12796917	1330193921
10598811	1330545240
5985661	1330836219
2232381	1331000568
7991352	1331063690
12222059	1331283094
12814888	1331620434
10882163	1331972250
10820098	1332272812
5110951	1332569874
13232304	1332710206
9576699	1333073474
409650	1333338196
11064227	1333351282
8030775	1333656835
10915640	1333879123
1030028	1334180602
13604904	1334208913
8536981	1334582415
9355195	1334818598
16045741	1335077237
8362340	1335519535
2979922	1335749124
11218013	1335830964
4097964	1336138946
1762280	1336253273
12275404	1336303480
1737451	1336640484
15784876	1336690012
11453698	1337125149
10607720	1337441398
15454271	1337732622
5164854	1338156888
11415646	1338300503
10974351	1338615709
15617598	1338916999
10262173	1339347551
14199084	1339631089
16249176	1340022700
11320878	1340468785
9282759	1340781387
6610488	1341036239
7745805	1341219537
12415389	1341434006
12612047	1341774853
12025777	1342122896
15451623	1342453047
3622843	1342877236
5968685	1342976723
15499931	1343140610
4139906	1343567928
11387854	1343681611
13592132	1343994248
14275719	1344367400
16431084	1344759312
9405932	1345212187
15885478	1345470420
2775527	1345908322
5575023	1345986347
7815693	1346139426
1417190	1346354014
4904064	1346392951
4843597	1346529405
3159906	1346662401
2377280	1346750982
1776397	1346818080
13677379	1346866887
13618351	1347244176
15925486	1347618042
2572539	1348055244
10092078	1348125898
8009387	1348402968
16351264	1348624668
4545331	1349073560
11817315	1349198373
10364041	1349524604
4734756	1349810942
13574646	1349942755
150112	1350315424
16023579	1350321384
2689000	1350763080
2558890	1350836933
5748638	1350907216
7306262	1351065055
2748771	1351265657
1249701	1351341148
3890681	1351375493
1880281	1351482330
7069162	1351535778
354444	1351729863
1880803	1351739631
5013146	1351793093
3760491	1351932543
13140701	1352035810
6014428	1352398364
7406586	1352563497
6743220	1352766850
14875757	1352953788
4641428	1353363970
16192427	1353493214
15585449	1353937745
5508202	1354365609
2549457	1354518653
14654598	1354590469
12274595	1354992783
13316469	1355329766
748145	1355695351
5211158	1355715927
13228491	1355859017
7156965	1356222180
5591458	1356418680
7328982	1356572207
1056571	1356773425
411363	1356804270
1390940	1356817398
10156556	1356855621
7793559	1357136261
5124293	1357352032
3903956	1357494534
4810350	1357601735
2047011	1357733821
1573354	1357790055
1088842	1357835082
10520270	1357866809
4894507	1358157431
7625729	1358293626
13209590	1358504798
13462876	1358867443
3443848	1359237046
10086315	1359333418
7441555	1359610327
767056	1359814639
2090717	1359835733
1172754	1359893157
5314734	1359925388
9275357	1360071320
5733989	1360325969
4313706	1360483409
2418059	1360601859
11622469	1360670070
15753266	1360989154
9729681	1361423430
9827024	1361692352
6913241	1361962142
14138394	1362151950
10921063	1362540096
11297782	1362841722
9489884	1363153687
6776404	1363416022
12518975	1363602078
11561688	1363945774
15406301	1364264984
11324052	1364687934
10325637	1365000620
10742684	1365284102
9616584	1365579029
11535461	1365844843
11208158	1366163339
13181776	1366471048
8743294	1366832937
3235474	1367072984
16121855	1367161838
10918811	1367604423
1117265	1367905986
6881866	1367936698
3104147	1368125652
2152131	1368210901
1399786	1368271811
16616616	1368310272
16682403	1368766444
12600723	1369226221
7562353	1369573956
11011896	1369781586
5261338	1370085711
4106897	1370231979
2098802	1370346551
618327	1370406005
470639	1370423018
10560104	1370435978
16373205	1370725900
7211343	1371175387
3524291	1371375184
11095222	1371471962
15561937	1371776570
7700198	1372203790
13828807	1372415200
16353384	1372794848
6514771	1373243796
6695346	1373422670
1001124	1373608299
15404103	1373635819
1285162	1374058713
3079307	1374094031
2336018	1374180393
6456308	1374244558
3998568	1374423621
7140258	1374533426
3780592	1374731263
2084442	1374835076
5563713	1374892332
7990359	1375046895
15802772	1375266271
4727504	1375700106
10148549	1375831716
16370802	1376112132
16039093	1376561556
11941170	1377003672
1158976	1377333305
10493074	1377365158
11922205	1377655038
3901729	1377982347
2310813	1378089492
8198010	1378152964
15008428	1378378045
8938797	1378790075
4956951	1379037290
15926489	1379173401
2177296	1379610631
3514988	1379670442
10619517	1379766968
2206242	1380060320
15094763	1380120922
1408249	1380537117
2019166	1380575809
4217158	1380633072
6070382	1380750675
2356841	1380919147
6439090	1380983879
7569303	1381162473
2688269	1381370292
5147447	1381444131
5395341	1381587270
12043427	1381737213
14710074	1382067847
6519718	1382473486
117846	1382652493
7554041	1382655765
6601079	1382863164
7341245	1383046203
1468326	1383249563
13969950	1383291706
8815963	1383675232
2723403	1383919073
1399890	1383993871
15908377	1384032339
7206202	1384470871
15741866	1384668722
14893812	1385102683
15009775	1385511563
400515	1385923628
13772770	1385936462
11872742	1386316369
5928474	1386642320
1652221	1386806900
5080327	1386852291
5697745	1386991790
8387536	1387150028
15431208	1387380303
15601335	1387803939
15207320	1388234043
12799198	1388653332
13239975	1389004714
11926932	1389369998
11412664	1389697433
3983633	1390012555
14167683	1390123746
13992618	1390514496
7336535	1390898638
16196540	1391100066
12623292	1391544709
8101204	1391893060
3913818	1392115481
14733583	1392222955
3372081	1392629238
11584328	1392721844
4724862	1393041677
10235125	1393173217
1262874	1393456013
7883388	1393490722
15941761	1393708964
1449956	1394146614
4309552	1394188253
9097005	1394306591
12502663	1394558146
1076464	1394903186
7266103	1394934570
5465505	1395135865
4795425	1395285934
12081474	1395417614
12704074	1395751097
15868858	1396099868
11722602	1396537315
9415318	1396860942
8963457	1397119434
15004595	1397367321
326555	1397781038
7285755	1397791835
2763545	1397991870
10176871	1398069573
14113583	1398348974
3387165	1398736441
1584495	1398829460
14367029	1398874795
10781225	1399269220
13412468	1399567010
7460083	1399937026
10426232	1400141842
16611900	1400428089
12675485	1400884135
287155	1401232122
15872121	1401241841
7279036	1401679379
502754	1401879232
4812806	1401893067
9819557	1402025223
2108403	1402294810
11852263	1402354523
14758301	1402681706
14939803	1403086869
1464616	1403497009
10523430	1403539054
1195032	1403829767
14055765	1403864413
3978525	1404252090
3296243	1404363141
13060749	1404455460
9719966	1404814024
12893073	1405082680
16708285	1405438437
7846142	1405898921
3820367	1406114335
11677881	1406221046
6671292	1406543448
15702046	1406726613
7460279	1407157683
5469885	1407362506
2716542	1407512694
4519768	1407587303
643614	1407713208
8072575	1407730914
9144667	1407952551
9281243	1408203616
11928670	1408458426
9373723	1408787716
8466574	1409045074
6456037	1409277526
1841106	1409456582
3159828	1409508959
11085046	1409597540
6560937	1409901868
15294846	1410083808
14014102	1410503699
15704207	1410888429
5712930	1411319555
13322607	1411476421
3047895	1411842174
13352659	1411927675
13488336	1412294247
15822767	1412664543
10236911	1413098924
14560823	1413381769
6955656	1413783313
6230947	1413976089
3020425	1414147172
490038	1414231924
11330265	1414245416
2961980	1414558270
3112613	1414639620
5287538	1414725100
16481487	1414872082
3796962	1415324544
14446608	1415428805
5980863	1415827213
5941736	1415991429
723874	1416156366
1355090	1416176277
4954786	1416215312
16682345	1416351360
10902213	1416811137
295158	1417112245
6303385	1417122181
13092772	1417297051
8220776	1417656490
10909479	1417882194
8180913	1418183505
6970134	1418409909
5083614	1418603084
9182002	1418742667
16198888	1418996560
3052673	1419441266
3272364	1419526900
16115837	1419616762
13007574	1420059186
7841529	1420418086
15846574	1420633374
1070289	1421068406
9957330	1421099622
15544362	1421372989
15272861	1421799733
14391933	1422219022
14385562	1422614126
5255920	1423009055
12491789	1423155169
5176072	1423499915
15667520	1423643838
2992430	1424073963
5551642	1424156146
1301435	1424310380
1602325	1424346139
3572381	1424391964
9560598	1424491864
6109007	1424754346
16001659	1424922083
6995170	1425363177
404507	1425557031
5820858	1425569977
15326922	1425731596
12620687	1426152362
3196803	1426500643
4601091	1426590232
12361011	1426718377
14528317	1427059532
6203613	1427458381
104196	1427630507
2892054	1427633408
2006026	1427714639
10453807	1427771545
12307613	1428058548
8873660	1428396434
14202199	1428640058
15274997	1429031753
4680909	1429451098
16452720	1429579628
15399973	1430031306
15787668	1430455880
8534829	1430891094
13969467	1431127221
6518096	1431510733
5224478	1431689698
13715959	1431833152
13211249	1432209699
3082572	1432572393
15128330	1432657054
3227498	1433074173
736928	1433162810
1277831	1433183078
8042429	1433218193
2776367	1433440796
3588267	1433518849
2529134	1433619183
5607766	1433690446
16718450	1433844421
13164693	1434303393
5164658	1434666605
16371993	1434810213
8139127	1435259672
13022333	1435484935
12037128	1435844241
11455905	1436174707
6736317	1436491012
4616661	1436677761
5897381	1436806326
13385998	1436968246
10023794	1437337541
8167108	1437614534
3547705	1437840560
11193418	1437939788
14934307	1438248890
1497363	1438658883
3923159	1438701824
10536858	1438809550
2531144	1439100627
6091468	1439171946
1948709	1439340992
2167866	1439394524
13198157	1439454076
7832261	1439816413
9742798	1440031449
13041010	1440300728
1768248	1440660545
10753812	1440710920
1929810	1441007961
9110871	1441060975
1623595	1441311116
11162554	1441357522
15399938	1441665777
4638523	1442090351
16669917	1442219518
8497912	1442678952
5704045	1442912258
11499125	1443068879
2621082	1443384575
1345545	1443456559
11559482	1443495335
2819035	1443814489
9032549	1443891912
2949309	1444139897
7470166	1444220897
6579577	1444425993
10016943	1444608444
14472456	1444885248
7172900	1445284363
13886102	1445481304
900709	1445862520
16259004	1445887282
10649574	1446335439
14239418	1446629610
2169303	1447020528
16551889	1447080115
5103385	1447536308
10445745	1447676437
3364771	1447963216
6459721	1448055619
13499925	1448234780
3472460	1448605398
16217383	1448702554
1917103	1449147771
2000732	1449200435
7724184	1449257194
11067755	1449469262
3833389	1449774913
1407118	1449881981
11972041	1449920645
3205869	1450251118
13749932	1450340952
9860157	1450718430
5219576	1450990936
1356337	1451134250
14893452	1451173320
1278846	1451582193
11469750	1451617336
5944978	1451932227
6368037	1452097255
780765	1452272104
8769761	1452293569
16493338	1452534337
7514410	1452987128
8890384	1453195241
4546885	1453439327
1826703	1453564182
11184909	1453614361
14878595	1453923232
16197289	1454331699
15485886	1454776363
8434972	1455203296
7458828	1455436679
14433711	1455641467
5738353	1456039518
13915287	1456197077
4397808	1456580897
7358171	1456701657
5827858	1456905479
5870734	1457067294
10181233	1457228486
6300854	1457508006
14983633	1457682806
6680083	1458095949
4359326	1458279359
5428447	1458400861
2078322	1458551707
8997809	1458608795
14481177	1458855828
7369017	1459255181
9303455	1459459304
16469449	1459714723
7620089	1460166856
1491391	1460377867
4170563	1460420640
12374553	1460535163
1564444	1460876689
7842840	1460919672
12335121	1461135002
16734522	1461475450
14768628	1461934863
4932536	1462340306
36780	1462475745
10265030	1462478590
15208554	1462762205
1819537	1463181529
1316727	1463231512
7199291	1463269497
2934394	1463467159
4091315	1463549545
5022563	1463663690
6713427	1463803399
2770214	1463989525
13287528	1464067410
7716753	1464433996
953393	1464645861
13422996	1464673871
10866420	1465044174
13118769	1465342496
6215339	1465704455
14617612	1465876903
15254533	1466278209
1229030	1466698793
2173827	1466734363
9729431	1466794076
14359049	1467062991
10899326	1467457199
6506494	1467758230
13433674	1467936873
11440464	1468307470
3960862	1468623355
16673897	1468733923
13500652	1469193469
16340297	1469565907
12857195	1470014498
2408767	1470369275
14650781	1470437234
8580673	1470839443
4212242	1471076823
5745623	1471194293
6580709	1471352048
382615	1471534527
2315762	1471545065
2257604	1471608670
12266191	1471672478
13153760	1472009230
7529904	1472372141
11771614	1472580674
15388473	1472903846
5874315	1473328105
6089622	1473489395
3092372	1473658392
5584344	1473743319
14025244	1473896650
12477091	1474283494
3634624	1474627834
4447754	1474727643
7629293	1474849775
3985375	1475061038
13732259	1475172271
3275125	1475549266
3322011	1475639205
5546242	1475732231
15137478	1475886318
4942761	1476303682
7869367	1476439401
11104739	1476657258
37925	1476962125
4489118	1476965005
1886744	1477090070
11668001	1477143700
7508734	1477465836
2481709	1477673788
24252	1477741950
9560461	1477744452
13082411	1478006927
7397445	1478366086
7436218	1478570986
1117128	1478775151
13855270	1478805856
11277149	1479186232
2639473	1479497637
871580	1479571931
13776687	1479595895
13584237	1479975914
7915883	1480348849
13236421	1480567980
7888730	1480931360
407208	1481149749
7751339	1481162765
7710212	1481377381
4779625	1481589071
13131980	1481722109
5818311	1482084425
12121031	1482245974
3797939	1482580535
5769143	1482684824
6890455	1482845029
11866403	1483034214
6709641	1483359997
8951249	1483546018
15289075	1483793569
10897894	1484213299
5028192	1484514288
15210304	1484654151
3649794	1485073524
4783052	1485173753
10598474	1485306882
16358529	1485597854
12395234	1486046942
6749463	1486387236
8599	1486574349
6644601	1486576424
15258429	1486758861
13310949	1487179550
10195675	1487544981
10745740	1487824893
6625348	1488119904
10381787	1488301816
1019287	1488588637
9739615	1488616654
9131209	1488885849
15448632	1489136543
10259723	1489560655
8055125	1489844130
6382489	1490067083
8411121	1490242324
2892077	1490475049
9332607	1490556280
9454497	1490814303
14100345	1491075672
12243335	1491462775
5539127	1491800696
4737977	1491954587
12812017	1492086484
5695730	1492438216
6311099	1492596398
12409944	1492771478
12113475	1493112178
4196850	1493446536
2084450	1493563579
8112089	1493620835
3318227	1493843550
12364371	1493936471
7429378	1494277717
10643798	1494481700
9247780	1494775717
9118487	1495029617
3277593	1495279968
14870487	1495371783
9556933	1495781818
502581	1496044195
35823	1496058030
8536219	1496060847
2351490	1496297009
2329504	1496361594
2388788	1496425577
14238126	1496492990
11450454	1496883873
4326463	1497200031
8631698	1497320637
11624740	1497557618
15208960	1497876765
13143717	1498296103
7058528	1498658741
13513773	1498852539
3768560	1499225341
7818851	1499328825
14140532	1499543497
1847133	1499931699
3655293	1499984244
5705946	1500084620
11098331	1500241290
12676476	1500545982
12846564	1500893997
29216	1501248480
8115565	1501251122
16110829	1501473935
436402	1501916219
14161995	1501930033
3478684	1502320629
12179311	1502416161
15592175	1502750526
9998822	1503178572
16738702	1503454879
16371904	1503914404
13625571	1504363856
9440774	1504737918
2961643	1504998916
13768176	1505080252
13174126	1505460033
13035914	1505821712
11496588	1506181389
2600661	1506497015
11695450	1506568439
13681868	1506891324
12706659	1507268732
14402319	1507617573
6112657	1508012964
335359	1508180799
188409	1508190042
9814883	1508197045
11480459	1508466506
16393979	1508781691
8315904	1509233551
9450521	1509463665
10089098	1509724929
1655763	1510001915
5342599	1510047404
13180925	1510194099
7226033	1510555960
2800058	1510756156
8084536	1510834853
14347853	1511056819
13833918	1511452511
11403249	1511832299
1714425	1512145356
4453164	1512194254
13755936	1512316533
3029041	1512694179
793152	1512779169
14844217	1512802783
8438485	1513212104
15543148	1513445578
15846246	1513872287
14310080	1514307312
2129171	1514701968
10809481	1514762255
7369490	1515060815
8415852	1515264952
11394505	1515497810
10968943	1515810629
10128049	1516111772
1555494	1516391628
2091019	1516434366
12922478	1516491804
5985151	1516846574
8110961	1517010909
14226743	1517233596
4969973	1517624171
5938421	1517760632
5380212	1517925478
7708645	1518075008
10911821	1518286649
13476228	1518588023
14124820	1518957990
13691432	1519345765
11871661	1519723439
15031483	1520049362
12731156	1520462022
6034600	1520813341
1860619	1520980833
6407220	1521033749
7238475	1521209669
9664017	1521410208
2475642	1521675532
3564123	1521743526
5291408	1521843202
3503968	1521990289
2048390	1522086514
3228576	1522142783
7455494	1522231448
13037656	1522436145
10778469	1522795871
11021813	1523093584
16210135	1523397975
16542410	1523842989
15954967	1524298923
15954714	1524736937
2753882	1525174944
13030148	1525252381
9690420	1525611904
12123714	1525877949
16489095	1526212587
2902584	1526665259
6049457	1526746777
3719392	1526914675
2766707	1527018607
7397185	1527096394
8782773	1527301287
2990471	1527544218
4536621	1527626345
15125215	1527750920
4484372	1528167948
5100632	1528292887
9010731	1528432939
5910146	1528680329
5370797	1528844405
5439437	1528991870
1093039	1529143017
761629	1529174856
7325991	1529195803
7693451	1529396944
2648700	1529608172
10692145	1529682718
5279162	1529976266
8460878	1530123017
10170943	1530355315
11317144	1530634555
15251022	1530947052
10841715	1531367538
5513726	1531665188
11436026	1531818379
4623930	1532134138
14738777	1532262906
8084131	1532669329
3342220	1532891281
11833148	1532984860
3226802	1533311525
14757325	1533400141
7158599	1533805276
4024695	1534001825
13038133	1534112344
11165054	1534472084
3634120	1534780409
12237616	1534880204
1927452	1535217971
15496020	1535270922
4056998	1535698135
16563328	1535809536
12362587	1536266044
11545739	1536607241
2369304	1536926017
3168686	1536992898
4590454	1537081717
8070178	1537209568
3106483	1537431142
5536164	1537516454
3799652	1537670261
12590377	1537774599
11517227	1538122054
11079659	1538438247
7760875	1538742428
15015809	1538957303
3125809	1539369536
16606826	1539455380
12634643	1539911286
4105486	1540259952
7027292	1540374489
13203127	1540567433
8581342	1540929903
15428203	1541167297
1284036	1541590849
14907612	1541626132
62253	1542035390
9725149	1542038935
14101106	1542307731
2151277	1542694855
15421405	1542755744
7695159	1543179107
7877199	1543390384
14173330	1543608458
11446125	1543999362
5874027	1544315401
15294077	1544476684
4780568	1544896554
10401133	1545029620
1683673	1545316973
6805566	1545363225
8736127	1545550079
9825961	1545789930
4972880	1546059692
5815330	1546196237
5166165	1546357709
8186888	1546501359
7678371	1546727931
13922721	1546938746
15467811	1547322769
8294469	1547749212
16691652	1547978738
12652106	1548438767
11008775	1548786117
4370869	1549088352
12262105	1549210169
7939470	1549546809
1202586	1549764792
13019760	1549799641
549015	1550158877
9837144	1550175785
14806191	1550447661
356756	1550854133
14396924	1550863964
5046914	1551259201
2320391	1551397783
11822670	1551461521
15747815	1551787899
7602522	1552222021
11612430	1552432556
16556078	1552751367
9290889	1553207679
3660094	1553462755
2952232	1553563264
12443827	1553644348
13930280	1553985972
15741846	1554370205
8522872	1554804166
10040469	1555039964
16561686	1555315620
11098279	1555772086
12889248	1556076778
10465987	1556432430
3386512	1556719762
12525197	1556812760
7064954	1557156624
6609068	1557350597
10090067	1557533853
7207138	1557810867
11063885	1558008739
33692	1558314285
3062762	1558317046
1619686	1558402953
11999435	1558449247
8457702	1558778677
8773666	1559010884
14382269	1559251764
143076	1559646602
14012075	1559652366
9805206	1560037040
9874078	1560306235
12039025	1560579119
9780923	1560909634
2195446	1561178164
10769300	1561238465
2899758	1561535926
14914944	1561617367
12194894	1562026828
12940327	1562363426
1242896	1562718686
7967712	1562754641
7477166	1562973394
14136666	1563180485
16098840	1563568582
2808421	1564010544
11964034	1564089472
11500417	1564419728
10117147	1564735459
13513002	1565015021
10675148	1565387802
12318352	1565682673
12101855	1566020853
6672200	1566354889
1822054	1566538082
11743424	1566588135
8901121	1566910537
7137986	1567154917
4006351	1567352691
11659957	1567462706
4346372	1567782812
3523279	1567903964
8623542	1568000714
6292912	1568237471
10429304	1568412054
1940200	1568698385
2394849	1568751679
9069668	1568819253
8452361	1569070059
7745287	1569303918
15745593	1569518373
6695720	1569952439
2131800	1570138082
6581794	1570198439
9048315	1570380953
8259914	1570631171
2985940	1570859752
9129250	1570941753
14150916	1571192398
9714350	1571580887
8537307	1571849389
12255526	1572085579
16438132	1572422044
15240000	1572875115
1633494	1573295300
16377505	1573341972
13203132	1573791578
10174077	1574154048
16395358	1574433372
9688431	1574885274
1552283	1575151263
6321813	1575193910
7674464	1575369284
15114001	1575579994
1223991	1575996721
12999435	1576032158
7642305	1576390841
7306358	1576602461
16552067	1576803063
11190408	1577259263
15801489	1577568281
98362	1578002081
13261817	1578004821
16611223	1578370700
15971059	1578826725
7435068	1579265173
5017610	1579469310
11379645	1579608886
8154529	1579921299
3374455	1580146982
10295931	1580239651
9573514	1580522321
12639971	1580786959
1171186	1581135765
11128383	1581167947
6057006	1581473465
807957	1581641573
